CodMun;Reeleito;sexo;idade;instrução;partido
4202503;Sim;Masculino;53;Ensino fundamental (1º Grau) completo;PTB
4202537;Não;Masculino;32;Ensino médio (2º Grau) completo;PP
4202578;Não;Masculino;39;Ensino superior incompleto ;PSD
4202602;Não;Masculino;56;Ensino médio (2º Grau) completo;PP
4202701;Sim;Masculino;54;Ensino médio (2º Grau) completo;PMDB
4202800;Não;Masculino;34;Ensino superior incompleto ;PSD
4202859;Não;Masculino;52;Ensino médio (2º Grau) completo;PMDB
4202875;Sim;Masculino;48;Ensino médio (2º Grau) completo;PSD
4202909;Não;Masculino;70;Pós-graduação;PSB
4203006;Não;Masculino;51;Ensino superior incompleto ;PSDB
4203105;Não;Masculino;58;Ensino superior completo ;PMDB
4203154;Não;Masculino;54;Ensino superior completo ;PP
4203204;Não;Masculino;47;Ensino superior completo ;PMDB
4203253;Não;Masculino;71;Ensino fundamental (1º Grau) incompleto;PP
4203303;Sim;Masculino;57;Ensino médio (2º Grau) completo;PSD
4203402;Não;Masculino;70;Ensino superior completo ;PSD
4203501;Não;Masculino;46;Ensino médio (2º Grau) completo;PSD
4203600;Não;Masculino;41;Pós-graduação;PSD
4203709;Não;Masculino;63;Ensino superior completo ;PMDB
4203808;Não;Masculino;40;Ensino superior incompleto ;PSD
4203907;Não;Masculino;54;Ensino superior completo ;PMDB
4203956;Não;Masculino;57;Ensino médio (2º Grau) completo;PSB
4204004;Não;Masculino;62;Ensino fundamental (1º Grau) completo;PMDB
4204103;Não;Masculino;33;Ensino superior completo ;PT
4204152;Não;Masculino;52;Ensino fundamental (1º Grau) incompleto;PSDB
4204178;Sim;Masculino;45;Ensino médio (2º Grau) completo;PP
4204194;Não;Feminino;56;Ensino médio (2º Grau) completo;PMDB
4204202;Sim;Masculino;47;Pós-graduação;PSB
4204251;Sim;Masculino;62;Pós-graduação;PP
4204301;Não;Masculino;49;Pós-graduação;PSDB
4204350;Não;Masculino;52;Ensino médio (2º Grau) completo;PMDB
4204400;Não;Masculino;52;Ensino superior completo ;PMDB
4204459;Não;Masculino;56;Ensino médio (2º Grau) completo;PT
4204509;Não;Masculino;46;Ensino médio (2º Grau) completo;PP
4204558;Não;Masculino;62;Pós-graduação;PP
4204608;Não;Masculino;53;Ensino médio (2º Grau) completo;PSDB
4204707;Sim;Masculino;42;Ensino superior completo ;PMDB
4204756;Não;Masculino;35;Ensino superior completo ;PMDB
4204806;Sim;Masculino;58;Ensino superior completo ;PMDB
4204905;Não;Feminino;54;Ensino fundamental (1º Grau) completo;PT
4205001;Não;Masculino;38;Ensino superior completo ;PMDB
4205100;Não;Masculino;63;Ensino médio (2º Grau) completo;PMDB
4205159;Não;Feminino;48;Ensino superior completo ;PMDB
4205175;Não;Masculino;71;Ensino fundamental (1º Grau) completo;PP
4205191;Sim;Masculino;46;Ensino superior completo ;PSD
4205209;Sim;Masculino;44;Pós-graduação;PMDB
4205308;Não;Masculino;60;Ensino médio (2º Grau) completo;PMDB
4205357;Não;Masculino;49;Pós-graduação;PSD
4205407;Não;Masculino;44;Pós-graduação;PMDB
4205431;Não;Masculino;55;Ensino fundamental (1º Grau) incompleto;PT
4205456;Não;Masculino;55;Ensino médio (2º Grau) completo;PP
4205506;Não;Feminino;53;Pós-graduação;PPS
4205555;Não;Masculino;54;Ensino médio (2º Grau) completo;PP
4205605;Não;Masculino;50;Ensino superior incompleto ;PR
4205704;Sim;Masculino;48;Ensino médio (2º Grau) completo;PSD
4205803;Não;Masculino;36;Pós-graduação;PMDB
4205902;Não;Masculino;37;Pós-graduação;PMDB
4206009;Sim;Masculino;44;Ensino superior incompleto ;PSD
4206108;Não;Masculino;31;Ensino médio (2º Grau) completo;PSD
4206207;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4206306;Sim;Masculino;57;Ensino médio (2º Grau) completo;PP
4206405;Sim;Masculino;50;Ensino superior completo ;PSD
4206504;Não;Masculino;47;Pós-graduação;PP
4206603;Sim;Masculino;30;Ensino superior completo ;PT
4206652;Não;Masculino;52;Pós-graduação;PSDB
4206702;Não;Masculino;71;Ensino médio (2º Grau) completo;PR
4206751;Não;Masculino;66;Ensino fundamental (1º Grau) incompleto;PP
4206801;Não;Masculino;40;Ensino superior completo ;PMDB
4206900;Não;Masculino;29;Ensino superior completo ;PMDB
4207007;Sim;Masculino;53;Pós-graduação;PMDB
4207106;Não;Masculino;64;Ensino fundamental (1º Grau) incompleto;PMDB
4207205;Não;Masculino;40;Ensino superior completo ;PSD
4207304;Não;Masculino;43;Pós-graduação;PT
4207403;Não;Masculino;57;Ensino médio (2º Grau) completo;PMDB
4207502;Não;Masculino;31;Ensino superior completo ;PSDB
4207577;Sim;Masculino;46;Ensino superior incompleto ;PMDB
4207601;Sim;Masculino;46;Pós-graduação;PT
4207650;Não;Masculino;45;Ensino superior completo ;PMDB
4207684;Não;Feminino;47;Ensino superior completo ;PT
4207700;Não;Masculino;49;Ensino superior completo ;PMDB
4207759;Não;Masculino;30;Ensino superior completo ;PMDB
4207809;Não;Masculino;45;Ensino superior completo ;PMDB
4207858;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4207908;Sim;Masculino;54;Ensino superior incompleto ;PSDB
4208005;Não;Masculino;66;Ensino superior completo ;PMDB
4208104;Não;Masculino;68;Ensino superior completo ;PSD
4208203;Não;Masculino;66;Ensino superior completo ;PMDB
4208302;Não;Feminino;48;Ensino superior completo ;PSD
4208401;Não;Masculino;56;Pós-graduação;PMDB
4208450;Não;Masculino;39;Ensino superior completo ;PR
4208500;Não;Masculino;70;Ensino fundamental (1º Grau) completo;PSDB
4208609;Sim;Masculino;48;Pós-graduação;PMDB
4208708;Não;Masculino;38;Ensino superior completo ;PMDB
4208807;Não;Masculino;45;Ensino médio (2º Grau) completo;PMDB
4208906;Não;Masculino;54;Ensino médio (2º Grau) completo;PMDB
4208955;Não;Masculino;47;Ensino médio (2º Grau) completo;PP
4209003;Não;Masculino;56;Ensino superior incompleto ;PSDB
4209102;Sim;Masculino;74;Ensino superior completo ;PMDB
4209151;Sim;Masculino;47;Ensino médio (2º Grau) completo;PSD
4209177;Não;Masculino;52;Ensino fundamental (1º Grau) completo;PSD
4209201;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
4209300;Não;Masculino;72;Ensino médio (2º Grau) completo;PSD
4209409;Não;Masculino;72;Pós-graduação;PMDB
4209458;Não;Masculino;58;Pós-graduação;PSD
4209508;Não;Masculino;55;Ensino superior completo ;PSDB
4209607;Não;Masculino;60;Ensino médio (2º Grau) completo;PP
4209706;Não;Feminino;40;Ensino superior completo ;PDT
4209805;Não;Masculino;51;Ensino superior completo ;PSD
4209854;Não;Masculino;45;Pós-graduação;PR
4209904;Não;Masculino;34;Ensino médio (2º Grau) incompleto;PMDB
4210001;Não;Masculino;31;Pós-graduação;PSDB
4210035;Sim;Masculino;40;Pós-graduação;PSD
4210050;Não;Masculino;62;Ensino fundamental (1º Grau) completo;PSDB
4210100;Sim;Masculino;40;Ensino superior completo ;PSD
4210209;Não;Masculino;45;Ensino fundamental (1º Grau) incompleto;PSDB
4210308;Sim;Masculino;58;Ensino superior completo ;PMDB
4210407;Não;Masculino;49;Pós-graduação;PSDB
4210506;Sim;Feminino;51;Ensino superior completo ;PMDB
4210555;Não;Masculino;44;Ensino superior completo ;PMDB
4210605;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
4210704;Sim;Masculino;50;Ensino superior completo ;PT
4210803;Não;Masculino;52;Ensino médio (2º Grau) completo;PSB
4210852;Não;Masculino;47;Ensino médio (2º Grau) completo;PMDB
4210902;Sim;Masculino;41;Ensino superior completo ;PMDB
4211009;Não;Masculino;52;Ensino superior completo ;PP
4211058;Não;Feminino;42;Pós-graduação;PSDB
4211108;Não;Masculino;36;Pós-graduação;PSDB
4211207;Não;Masculino;50;Ensino médio (2º Grau) completo;PP
4211256;Sim;Masculino;57;Ensino fundamental (1º Grau) completo;PSD
4211306;Não;Masculino;49;Ensino superior completo ;PSDB
4211405;Não;Masculino;59;Ensino superior completo ;PMDB
4211454;Não;Masculino;40;Pós-graduação;PP
4211504;Sim;Masculino;35;Ensino superior completo ;PP
4211603;Não;Masculino;57;Ensino superior incompleto ;PSDB
4211652;Não;Feminino;48;Ensino médio (2º Grau) incompleto;PSDB
4211702;Não;Masculino;60;Pós-graduação;PMDB
4211751;Sim;Masculino;39;Ensino superior completo ;PSD
4211801;Não;Masculino;60;Ensino médio (2º Grau) completo;PSD
4211850;Não;Masculino;33;Ensino superior completo ;PSB
4211876;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PSD
4211892;Sim;Masculino;53;Ensino fundamental (1º Grau) incompleto;PMDB
4211900;Sim;Masculino;37;Pós-graduação;PSD
4212007;Não;Masculino;45;Ensino fundamental (1º Grau) incompleto;PMDB
4212056;Não;Feminino;35;Ensino superior completo ;PR
4212106;Não;Masculino;67;Ensino superior completo ;PMDB
4212205;Não;Masculino;56;Ensino superior completo ;PP
4212239;Não;Masculino;50;Ensino fundamental (1º Grau) completo;PT
4212254;Não;Masculino;35;Pós-graduação;PMDB
4212270;Não;Masculino;48;Ensino médio (2º Grau) completo;PSD
4212304;Não;Masculino;56;Ensino superior completo ;PP
4212403;Não;Masculino;61;Ensino superior completo ;PSD
4212502;Não;Masculino;35;Ensino superior completo ;PMDB
4212601;Sim;Feminino;45;Pós-graduação;PP
4212650;Não;Masculino;42;Ensino médio (2º Grau) completo;PMDB
4212700;Sim;Masculino;49;Ensino médio (2º Grau) incompleto;PSD
4212809;Sim;Masculino;67;Ensino superior completo ;PSDB
4212908;Não;Masculino;52;Ensino superior incompleto ;PSDB
4213005;Não;Masculino;53;Ensino médio (2º Grau) completo;PMDB
4213104;Não;Masculino;56;Ensino fundamental (1º Grau) completo;PSD
4213153;Não;Masculino;51;Ensino médio (2º Grau) completo;PSD
4213203;Não;Masculino;48;Ensino superior completo ;DEM
4213302;Não;Masculino;55;Ensino médio (2º Grau) completo;PT
4213351;Não;Masculino;43;Ensino superior incompleto ;PMDB
4213401;Não;Masculino;54;Ensino superior completo ;PMDB
4213500;Não;Masculino;43;Ensino superior completo ;PMDB
4213609;Não;Masculino;54;Ensino superior completo ;PSDB
4213708;Não;Masculino;53;Ensino médio (2º Grau) completo;PDT
4213807;Não;Masculino;49;Ensino médio (2º Grau) completo;PSDB
4213906;Não;Masculino;56;Ensino fundamental (1º Grau) completo;PMDB
4214003;Não;Masculino;59;Ensino fundamental (1º Grau) completo;PMDB
4214102;Não;Masculino;43;Pós-graduação;PP
4214151;Não;Masculino;29;Ensino superior completo ;PMDB
4214201;Não;Masculino;51;Ensino superior completo ;PMDB
4214300;Não;Feminino;39;Pós-graduação;PMDB
4214409;Não;Masculino;51;Ensino superior completo ;PSDB
4214508;Sim;Masculino;34;Ensino superior completo ;PT
4214607;Sim;Masculino;53;Ensino superior completo ;PMDB
4214706;Não;Masculino;54;Pós-graduação;PSD
4214805;Não;Masculino;32;Ensino superior incompleto ;PSDB
4214904;Não;Masculino;36;Pós-graduação;PSD
4215000;Não;Masculino;39;Pós-graduação;PSB
4215059;Não;Masculino;30;Ensino superior completo ;PSB
4215075;Não;Masculino;52;Ensino superior completo ;PSD
4215109;Sim;Masculino;35;Pós-graduação;PT
4215208;Não;Masculino;56;Ensino superior incompleto ;PMDB
4215307;Não;Feminino;47;Ensino médio (2º Grau) completo;PR
4215356;Não;Masculino;53;Ensino superior completo ;PMDB
4215406;Não;Feminino;56;Ensino médio (2º Grau) completo;PMDB
4215455;Não;Masculino;53;Ensino superior completo ;PP
4215505;Não;Feminino;44;Pós-graduação;PSB
4215554;Não;Masculino;48;Pós-graduação;PP
4215604;Não;Masculino;49;Pós-graduação;PT
4215653;Sim;Masculino;59;Ensino superior completo ;PSD
4215679;Não;Feminino;38;Pós-graduação;PSD
4215687;Não;Masculino;64;Ensino médio (2º Grau) completo;DEM
4215695;Não;Masculino;44;Ensino médio (2º Grau) incompleto;PMDB
4215703;Não;Masculino;64;Ensino médio (2º Grau) completo;PSDB
4215752;Não;Masculino;50;Ensino médio (2º Grau) completo;PR
4215802;Não;Masculino;73;Pós-graduação;PP
4215901;Não;Masculino;49;Pós-graduação;PP
4216008;Não;Masculino;39;Ensino médio (2º Grau) completo;PP
4216057;Sim;Feminino;52;Pós-graduação;PP
4216107;Não;Feminino;43;Ensino superior completo ;PT
4216206;Não;Masculino;54;Ensino superior completo ;PSD
4216255;Não;Masculino;37;Ensino superior completo ;PSDB
4216305;Sim;Masculino;37;Ensino superior completo ;PSD
4216354;Não;Masculino;40;Ensino superior completo ;PMDB
4216404;Não;Masculino;57;Ensino médio (2º Grau) completo;PSD
4216503;Não;Masculino;35;Ensino superior completo ;PSDB
4216602;Sim;Feminino;56;Pós-graduação;PSD
4216701;Sim;Masculino;55;Ensino superior completo ;PP
4216800;Sim;Masculino;66;Ensino médio (2º Grau) completo;PSD
4216909;Não;Masculino;37;Pós-graduação;PMDB
4217006;Sim;Masculino;50;Ensino médio (2º Grau) completo;PMDB
4217105;Não;Masculino;39;Ensino superior completo ;PMDB
4217154;Não;Masculino;39;Ensino médio (2º Grau) completo;PSB
4217204;Não;Masculino;59;Pós-graduação;PSD
4217253;Não;Masculino;59;Ensino superior completo ;PMDB
4217303;Sim;Masculino;39;Ensino superior completo ;PT
4217402;Sim;Masculino;57;Pós-graduação;PSDB
4217501;Não;Masculino;56;Pós-graduação;PSD
4217550;Não;Masculino;56;Ensino superior completo ;PP
4217600;Sim;Masculino;54;Pós-graduação;PMDB
4217709;Sim;Masculino;68;Ensino superior completo ;PMDB
4217758;Sim;Masculino;36;Ensino superior completo ;PSDB
4217808;Não;Masculino;50;Ensino superior completo ;PSDB
4217907;Sim;Masculino;55;Ensino superior completo ;PR
4217956;Não;Masculino;55;Ensino fundamental (1º Grau) incompleto;PMDB
4218004;Não;Masculino;62;Ensino superior completo ;PSD
4218103;Não;Masculino;51;Ensino médio (2º Grau) completo;PP
4218202;Não;Masculino;33;Ensino superior incompleto ;PP
4218251;Não;Masculino;35;Pós-graduação;PMDB
4218301;Não;Masculino;59;Ensino superior incompleto ;PR
4218350;Não;Masculino;53;Ensino superior incompleto ;PP
4218400;Sim;Masculino;50;Ensino fundamental (1º Grau) incompleto;PP
4218509;Sim;Masculino;54;Ensino médio (2º Grau) completo;PSD
4218608;Não;Feminino;32;Ensino superior completo ;PMDB
4218707;Não;Masculino;52;Ensino superior incompleto ;PP
4218756;Não;Masculino;51;Pós-graduação;PT
4218806;Não;Masculino;49;Ensino superior completo ;PMDB
4218855;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PT
4218905;Não;Masculino;72;Ensino fundamental (1º Grau) completo;PSDB
4218954;Não;Masculino;39;Pós-graduação;PP
4219002;Não;Masculino;46;Ensino superior completo ;PP
4219101;Não;Masculino;48;Ensino médio (2º Grau) completo;PSD
4219150;Não;Feminino;39;Ensino superior completo ;PR
4219176;Sim;Feminino;52;Ensino superior completo ;PMDB
4219200;Sim;Masculino;52;Pós-graduação;PMDB
4219309;Não;Masculino;56;Pós-graduação;PSD
4219358;Não;Masculino;62;Pós-graduação;PP
4219408;Não;Masculino;42;Ensino médio (2º Grau) completo;PSD
4219507;Não;Masculino;67;Ensino fundamental (1º Grau) completo;PSD
4219606;Não;Masculino;53;Ensino médio (2º Grau) completo;PSDB
4219705;Não;Masculino;60;Ensino médio (2º Grau) completo;PSD
4219853;Não;Masculino;61;Ensino superior completo ;PMDB
4220000;Não;Masculino;51;Ensino fundamental (1º Grau) completo;PMDB
4300034;Não;Masculino;75;Ensino superior completo ;PSDB
4300059;Sim;Masculino;41;Ensino superior completo ;PMDB
4300109;Sim;Masculino;48;Ensino superior completo ;PMDB
4300208;Não;Masculino;55;Ensino médio (2º Grau) completo;PMDB
4300307;Sim;Masculino;54;Ensino superior incompleto ;PMDB
4300406;Não;Feminino;60;Ensino superior completo ;PP
4300455;Não;Masculino;24;Ensino superior completo ;PP
4300471;Sim;Masculino;42;Ensino superior completo ;PDT
4300505;Sim;Masculino;71;Ensino médio (2º Grau) completo;PMDB
4300554;Não;Masculino;53;Ensino médio (2º Grau) incompleto;PDT
4300570;Não;Masculino;53;Ensino superior completo ;PTB
4300604;Não;Masculino;76;Pós-graduação;PMDB
4300638;Não;Masculino;49;Ensino fundamental (1º Grau) incompleto;PDT
4300646;Sim;Masculino;39;Ensino médio (2º Grau) completo;PDT
4300661;Não;Masculino;48;Ensino médio (2º Grau) completo;PTB
4300703;Não;Masculino;51;Ensino médio (2º Grau) completo;PDT
4300802;Não;Masculino;43;Ensino superior incompleto ;PMDB
4300851;Não;Masculino;66;Ensino médio (2º Grau) incompleto;PMDB
4300877;Não;Masculino;54;Ensino médio (2º Grau) completo;PP
4300901;Não;Masculino;52;Ensino superior completo ;PT
4301008;Não;Masculino;43;Ensino superior completo ;PMDB
4301057;Não;Masculino;54;Ensino médio (2º Grau) incompleto;PMDB
4301073;Sim;Masculino;51;Ensino fundamental (1º Grau) incompleto;DEM
4301107;Não;Masculino;38;Ensino superior completo ;PSB
4301206;Não;Masculino;45;Ensino superior completo ;PP
4301305;Sim;Masculino;50;Ensino médio (2º Grau) completo;PP
4301404;Não;Masculino;51;Ensino superior incompleto ;PDT
4301503;Não;Masculino;55;Ensino médio (2º Grau) completo;PP
4301552;Não;Masculino;43;Ensino superior completo ;PP
4301602;Não;Masculino;38;Pós-graduação;PTB
4301636;Não;Feminino;55;Ensino superior completo ;PTB
4301651;Não;Masculino;55;Ensino superior completo ;PDT
4301701;Não;Masculino;54;Ensino médio (2º Grau) completo;PP
4301750;Não;Masculino;51;Ensino médio (2º Grau) completo;PMDB
4301800;Não;Masculino;52;Ensino superior completo ;PMDB
4301859;Não;Masculino;41;Pós-graduação;PT
4301875;Sim;Masculino;45;Ensino superior completo ;PSB
4301909;Não;Masculino;58;Ensino médio (2º Grau) completo;PMDB
4301925;Não;Masculino;33;Ensino superior completo ;PTB
4301958;Não;Masculino;34;Ensino médio (2º Grau) completo;PP
4302006;Não;Masculino;58;Ensino médio (2º Grau) completo;PMDB
4302055;Sim;Masculino;45;Ensino médio (2º Grau) completo;PT
4302105;Sim;Masculino;34;Ensino superior completo ;PP
4302154;Não;Masculino;50;Ensino superior incompleto ;PSB
4302204;Sim;Masculino;41;Ensino superior completo ;PC do B
4302220;Sim;Masculino;39;Ensino superior completo ;PDT
4302238;Não;Masculino;36;Ensino médio (2º Grau) completo;PP
4302253;Sim;Masculino;51;Ensino médio (2º Grau) completo;PMDB
4302303;Sim;Masculino;41;Ensino superior completo ;PP
4302352;Não;Masculino;35;Ensino médio (2º Grau) completo;PSDB
4302378;Não;Masculino;82;Ensino fundamental (1º Grau) incompleto;PP
4302402;Não;Masculino;50;Pós-graduação;PPS
4302451;Não;Masculino;50;Ensino médio (2º Grau) completo;PMDB
4302501;Não;Masculino;62;Ensino superior completo ;PP
4302584;Não;Masculino;54;Ensino fundamental (1º Grau) completo;PP
4302600;Não;Masculino;50;Ensino médio (2º Grau) completo;PDT
4302659;Não;Masculino;51;Ensino médio (2º Grau) completo;PP
4302709;Não;Masculino;44;Ensino superior incompleto ;PT
4302808;Não;Masculino;31;Pós-graduação;PDT
4302907;Não;Masculino;67;Ensino superior completo ;PTB
4303004;Não;Masculino;70;Ensino superior completo ;PDT
4303103;Não;Masculino;51;Pós-graduação;PSB
4303202;Não;Masculino;36;Ensino superior completo ;DEM
4303301;Não;Masculino;51;Ensino superior completo ;PP
4303400;Não;Masculino;39;Ensino médio (2º Grau) completo;PDT
4303509;Não;Masculino;58;Ensino fundamental (1º Grau) incompleto;PSDB
4303558;Não;Feminino;49;Pós-graduação;PP
4303608;Sim;Masculino;49;Ensino superior completo ;PP
4303673;Não;Masculino;69;Ensino fundamental (1º Grau) completo;PP
4303707;Não;Masculino;62;Ensino superior completo ;PMDB
4303806;Não;Masculino;58;Ensino superior completo ;PP
4303905;Não;Masculino;51;Ensino superior completo ;PDT
4304002;Sim;Masculino;60;Ensino superior completo ;PSB
4304101;Não;Masculino;46;Ensino fundamental (1º Grau) incompleto;PDT
4304200;Sim;Masculino;47;Ensino superior completo ;PSB
4304309;Não;Masculino;55;Ensino superior completo ;PMDB
4304358;Não;Masculino;42;Pós-graduação;PT
4304408;Não;Masculino;64;Ensino superior completo ;PMDB
4304507;Não;Masculino;31;Ensino superior completo ;PMDB
4304606;Não;Masculino;68;Pós-graduação;PTB
4304614;Sim;Masculino;53;Ensino médio (2º Grau) incompleto;PMDB
4304622;Não;Masculino;30;Pós-graduação;PDT
4304630;Não;Masculino;49;Ensino superior incompleto ;PTB
4304655;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PP
4304663;Não;Masculino;47;Ensino superior completo ;PT
4304671;Sim;Masculino;55;Ensino superior completo ;PDT
4304689;Não;Masculino;48;Ensino superior incompleto ;PP
4304697;Não;Masculino;41;Ensino fundamental (1º Grau) completo;PMDB
4304705;Não;Masculino;66;Pós-graduação;PMDB
4304713;Não;Masculino;63;Ensino médio (2º Grau) completo;PMDB
4304804;Não;Masculino;45;Ensino superior completo ;PMDB
4304853;Não;Masculino;65;Ensino fundamental (1º Grau) incompleto;PRB
4304903;Não;Masculino;53;Ensino médio (2º Grau) completo;PT
4304952;Não;Masculino;50;Ensino médio (2º Grau) completo;PMB
4305009;Não;Masculino;47;Ensino superior completo ;PDT
4305108;Não;Masculino;44;Pós-graduação;PRB
4305116;Não;Masculino;55;Ensino fundamental (1º Grau) incompleto;PT
4305124;Não;Masculino;29;Ensino superior completo ;PP
4305132;Não;Feminino;63;Ensino médio (2º Grau) completo;PDT
4305157;Não;Masculino;45;Ensino superior completo ;PDT
4305173;Sim;Masculino;62;Ensino médio (2º Grau) incompleto;PMDB
4305207;Não;Masculino;58;Ensino superior completo ;PP
4305306;Sim;Masculino;55;Ensino médio (2º Grau) completo;PDT
4305355;Não;Masculino;31;Ensino superior incompleto ;PDT
4305371;Não;Masculino;47;Ensino médio (2º Grau) completo;PP
4305405;Não;Masculino;35;Ensino superior completo ;PP
4305439;Não;Masculino;45;Ensino superior completo ;DEM
4305447;Não;Masculino;33;Ensino médio (2º Grau) completo;PSB
4305454;Não;Masculino;38;Ensino médio (2º Grau) completo;PP
4305504;Sim;Masculino;38;Ensino superior completo ;PMDB
4305587;Não;Masculino;53;Ensino superior completo ;PP
4305603;Não;Feminino;69;Ensino fundamental (1º Grau) incompleto;PDT
4305702;Não;Masculino;43;Pós-graduação;PP
4305801;Não;Masculino;43;Pós-graduação;PT
4305835;Não;Masculino;40;Ensino fundamental (1º Grau) incompleto;PMDB
4305850;Não;Masculino;41;Ensino superior completo ;PP
4305871;Não;Masculino;47;Ensino superior completo ;DEM
4305900;Não;Masculino;51;Ensino superior completo ;PSB
4305934;Não;Masculino;67;Ensino médio (2º Grau) completo;PMDB
4305959;Sim;Masculino;62;Ensino superior completo ;PP
4305975;Não;Masculino;62;Ensino médio (2º Grau) completo;PP
4306007;Sim;Masculino;47;Ensino superior incompleto ;PMDB
4306056;Sim;Feminino;43;Ensino superior completo ;PSB
4306072;Sim;Masculino;49;Ensino fundamental (1º Grau) completo;PMDB
4306106;Não;Masculino;53;Ensino superior incompleto ;PT
4306130;Sim;Masculino;42;Ensino médio (2º Grau) completo;PP
4306205;Não;Masculino;46;Ensino médio (2º Grau) completo;PSDB
4306304;Sim;Masculino;48;Ensino superior completo ;PP
4306320;Não;Masculino;47;Ensino fundamental (1º Grau) completo;PMDB
4306353;Sim;Masculino;54;Ensino superior completo ;PP
4306379;Não;Masculino;60;Ensino superior completo ;PMDB
4306403;Sim;Feminino;54;Ensino médio (2º Grau) completo;PMDB
4306429;Não;Masculino;65;Ensino fundamental (1º Grau) incompleto;PT
4306452;Não;Masculino;28;Ensino superior incompleto ;PMDB
4306502;Não;Masculino;55;Pós-graduação;PT
4306551;Não;Masculino;54;Ensino médio (2º Grau) completo;PDT
4306601;Não;Masculino;26;Ensino superior incompleto ;PP
4306700;Não;Masculino;56;Ensino médio (2º Grau) completo;PP
4306734;Não;Masculino;51;Ensino superior incompleto ;PP
4306759;Não;Feminino;49;Ensino médio (2º Grau) completo;PMDB
4306767;Não;Masculino;68;Ensino fundamental (1º Grau) incompleto;PDT
4306809;Não;Masculino;77;Ensino superior completo ;PSDB
4306908;Não;Feminino;73;Ensino superior completo ;PP
4306924;Não;Masculino;40;Ensino superior completo ;PP
4306932;Não;Masculino;61;Ensino superior completo ;PP
4306957;Não;Masculino;46;Ensino superior incompleto ;PMDB
4306973;Não;Masculino;49;Ensino fundamental (1º Grau) incompleto;PPS
4307005;Não;Masculino;62;Ensino superior completo ;PSDB
4307054;Sim;Masculino;58;Ensino fundamental (1º Grau) completo;PDT
4307104;Não;Masculino;65;Ensino médio (2º Grau) completo;PSDB
4307203;Sim;Masculino;53;Ensino superior completo ;PSB
4307302;Não;Masculino;54;Ensino superior completo ;PSDB
4307401;Sim;Masculino;43;Ensino médio (2º Grau) completo;PMDB
4307450;Não;Masculino;33;Ensino superior completo ;PMDB
4307500;Não;Masculino;34;Ensino superior completo ;PDT
4307559;Não;Masculino;70;Ensino médio (2º Grau) completo;PMDB
4307609;Não;Feminino;49;Ensino superior completo ;PMDB
4307708;Não;Masculino;26;Ensino superior completo ;PP
4307807;Sim;Masculino;46;Pós-graduação;PMDB
4307815;Não;Feminino;64;Ensino fundamental (1º Grau) incompleto;PSB
4307831;Não;Masculino;48;Ensino fundamental (1º Grau) incompleto;PP
4307864;Não;Feminino;46;Ensino superior completo ;PP
4307906;Sim;Masculino;54;Ensino superior completo ;PDT
4308003;Não;Masculino;61;Ensino superior completo ;PP
4308052;Sim;Masculino;52;Ensino médio (2º Grau) completo;PPS
4308078;Não;Masculino;60;Ensino médio (2º Grau) completo;PP
4308102;Sim;Masculino;56;Ensino superior completo ;PMDB
4308201;Sim;Masculino;47;Ensino superior completo ;PMDB
4308250;Não;Masculino;56;Ensino fundamental (1º Grau) incompleto;PMDB
4308300;Não;Masculino;53;Pós-graduação;PT
4308409;Não;Masculino;53;Ensino superior completo ;PMDB
4308433;Não;Masculino;58;Ensino fundamental (1º Grau) incompleto;PP
4308458;Não;Feminino;48;Pós-graduação;PP
4308508;Não;Masculino;57;Ensino superior completo ;PMDB
4308607;Sim;Masculino;56;Ensino superior incompleto ;PMDB
4308656;Não;Masculino;68;Ensino superior completo ;PP
4308706;Não;Masculino;47;Ensino superior completo ;PDT
4308805;Não;Masculino;29;Ensino superior incompleto ;PP
4308854;Não;Masculino;45;Ensino superior completo ;PDT
4308904;Não;Masculino;42;Pós-graduação;PP
4309001;Não;Masculino;50;Ensino médio (2º Grau) completo;PP
4309050;Não;Masculino;57;Ensino médio (2º Grau) completo;PRB
4309100;Não;Masculino;63;Pós-graduação;PDT
4309126;Não;Masculino;59;Ensino médio (2º Grau) completo;PP
4309159;Não;Masculino;61;Ensino fundamental (1º Grau) incompleto;PP
4309209;Sim;Masculino;59;Ensino superior completo ;PMDB
4309258;Não;Masculino;40;Pós-graduação;PP
4309308;Não;Masculino;63;Ensino superior completo ;PTB
4309407;Não;Masculino;66;Ensino médio (2º Grau) incompleto;PDT
4309506;Não;Masculino;58;Ensino médio (2º Grau) completo;PMDB
4309555;Sim;Masculino;53;Ensino médio (2º Grau) completo;PSDB
4309571;Não;Masculino;55;Ensino fundamental (1º Grau) completo;PMDB
4309605;Não;Masculino;71;Ensino superior completo ;PPS
4309654;Não;Masculino;59;Ensino médio (2º Grau) completo;PP
4309704;Não;Masculino;39;Ensino superior completo ;PP
4309753;Não;Masculino;45;Ensino médio (2º Grau) completo;PP
4309803;Não;Masculino;49;Ensino médio (2º Grau) completo;PT
