CodMun;Reeleito;sexo;idade;instrução;partido
2919157;Sim;Masculino;48;Ensino médio (2º Grau) completo;PSD
2919207;Não;Feminino;58;Ensino superior completo ;PT
2919306;Não;Masculino;43;Ensino médio (2º Grau) incompleto;PP
2919405;Não;Masculino;30;Ensino superior completo ;PC do B
2919504;Não;Masculino;53;Ensino médio (2º Grau) completo;REDE
2919553;Não;Masculino;53;Ensino superior completo ;PDT
2919603;Não;Feminino;68;Ensino superior completo ;PMDB
2919702;Não;Masculino;42;Ensino superior completo ;PMDB
2919801;Não;Masculino;51;Ensino médio (2º Grau) completo;PT
2919900;Não;Masculino;44;Ensino superior completo ;PSL
2919926;Sim;Masculino;36;Ensino superior completo ;DEM
2919959;Sim;Masculino;41;Pós-graduação;PT
2920007;Não;Masculino;55;Ensino médio (2º Grau) completo;DEM
2920106;Não;Masculino;53;Ensino médio (2º Grau) incompleto;PT
2920205;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PMDB
2920304;Não;Feminino;52;Ensino superior completo ;PP
2920403;Não;Masculino;45;Ensino superior completo ;PSD
2920452;Sim;Masculino;56;Ensino médio (2º Grau) completo;PP
2920502;Não;Masculino;60;Ensino médio (2º Grau) completo;PDT
2920601;Sim;Feminino;50;Ensino médio (2º Grau) completo;PR
2920700;Sim;Feminino;61;Ensino médio (2º Grau) completo;PP
2920809;Sim;Masculino;50;Ensino médio (2º Grau) completo;PTB
2920908;Não;Masculino;53;Ensino médio (2º Grau) completo;PRB
2921005;Sim;Masculino;60;Pós-graduação;PSDB
2921054;Sim;Masculino;48;Ensino fundamental (1º Grau) completo;PP
2921104;Não;Feminino;57;Ensino superior completo ;PPS
2921203;Não;Masculino;51;Ensino superior completo ;PT
2921302;Não;Masculino;39;Ensino superior completo ;PP
2921401;Não;Masculino;53;Ensino superior completo ;PMDB
2921450;Não;Masculino;50;Ensino médio (2º Grau) completo;PT
2921500;Não;Masculino;61;Ensino superior completo ;PSC
2921609;Não;Masculino;37;Ensino superior incompleto ;PT
2921708;Não;Masculino;38;Ensino superior completo ;PR
2921807;Não;Feminino;47;Ensino médio (2º Grau) completo;PSDB
2921906;Não;Masculino;53;Ensino superior incompleto ;PSD
2922003;Não;Masculino;60;Ensino médio (2º Grau) completo;PDT
2922052;Sim;Masculino;40;Ensino superior completo ;PSB
2922102;Não;Masculino;43;Ensino superior completo ;PSB
2922201;Não;Masculino;55;Ensino médio (2º Grau) completo;PSD
2922250;Sim;Masculino;45;Ensino superior incompleto ;PP
2922300;Não;Masculino;38;Ensino médio (2º Grau) incompleto;PRB
2922409;Não;Masculino;31;Ensino superior completo ;PMDB
2922508;Não;Feminino;54;Ensino médio (2º Grau) completo;DEM
2922607;Sim;Masculino;63;Ensino médio (2º Grau) incompleto;PP
2922656;Não;Masculino;41;Ensino superior completo ;PSL
2922706;Não;Masculino;69;Ensino superior completo ;PMDB
2922730;Não;Masculino;46;Ensino superior completo ;PP
2922755;Não;Masculino;50;Ensino médio (2º Grau) completo;PSL
2922805;Não;Masculino;32;Pós-graduação;PSD
2922854;Não;Feminino;50;Ensino superior completo ;PT
2922904;Não;Masculino;45;Ensino superior completo ;PSC
2923001;Sim;Masculino;70;Ensino fundamental (1º Grau) completo;DEM
2923035;Não;Masculino;47;Pós-graduação;PP
2923050;Sim;Masculino;43;Ensino fundamental (1º Grau) incompleto;PP
2923100;Não;Masculino;60;Ensino médio (2º Grau) incompleto;PP
2923209;Não;Masculino;65;Ensino médio (2º Grau) completo;PSB
2923308;Não;Masculino;35;Ensino superior incompleto ;PSL
2923357;Não;Masculino;71;Ensino fundamental (1º Grau) completo;PMDB
2923407;Não;Masculino;58;Ensino médio (2º Grau) completo;PSD
2923506;Não;Masculino;45;Ensino médio (2º Grau) incompleto;PSD
2923605;Não;Masculino;63;Ensino superior completo ;PSB
2923704;Não;Masculino;37;Ensino superior completo ;PT
2923803;Não;Masculino;54;Ensino médio (2º Grau) completo;PV
2923902;Não;Feminino;51;Ensino superior completo ;PSD
2924009;Não;Masculino;78;Pós-graduação;PSD
2924058;Não;Masculino;47;Ensino superior completo ;DEM
2924108;Não;Masculino;32;Pós-graduação;PSD
2924207;Não;Masculino;65;Ensino médio (2º Grau) incompleto;PSD
2924306;Sim;Masculino;44;Ensino médio (2º Grau) completo;PTB
2924405;Não;Masculino;44;Ensino superior completo ;PP
2924504;Não;Masculino;45;Ensino médio (2º Grau) completo;PP
2924603;Não;Masculino;69;Ensino superior completo ;PMDB
2924652;Não;Masculino;51;Ensino médio (2º Grau) completo;DEM
2924678;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PR
2924702;Não;Masculino;43;Ensino médio (2º Grau) completo;PTB
2924801;Não;Masculino;38;Ensino médio (2º Grau) completo;PP
2924900;Não;Masculino;52;Ensino superior completo ;PSD
2925006;Não;Masculino;46;Ensino médio (2º Grau) completo;PP
2925105;Não;Masculino;42;Ensino superior completo ;PTB
2925204;Não;Masculino;54;Ensino superior completo ;PSDB
2925253;Não;Feminino;32;Ensino superior completo ;PMDB
2925303;Sim;Feminino;48;Ensino médio (2º Grau) completo;PSD
2925402;Não;Masculino;63;Ensino superior incompleto ;PMDB
2925501;Sim;Feminino;30;Ensino superior completo ;PP
2925600;Não;Masculino;52;Ensino médio (2º Grau) completo;PMDB
2925709;Sim;Masculino;38;Ensino médio (2º Grau) completo;PSD
2925758;Não;Masculino;49;Ensino médio (2º Grau) incompleto;PMDB
2925808;Não;Masculino;57;Ensino superior completo ;PT
2925907;Não;Masculino;55;Ensino médio (2º Grau) completo;PR
2925931;Não;Masculino;49;Ensino médio (2º Grau) completo;PMDB
2925956;Não;Masculino;51;Ensino médio (2º Grau) completo;DEM
2926004;Não;Masculino;66;Ensino superior completo ;PSD
2926103;Não;Masculino;44;Ensino superior completo ;PSC
2926202;Não;Masculino;43;Ensino superior completo ;DEM
2926301;Não;Masculino;51;Ensino médio (2º Grau) completo;PSD
2926400;Sim;Masculino;54;Ensino superior completo ;PSD
2926509;Não;Masculino;50;Ensino superior incompleto ;PT
2926608;Sim;Masculino;41;Ensino médio (2º Grau) completo;PSD
2926657;Sim;Masculino;48;Ensino superior completo ;PP
2926707;Não;Masculino;44;Ensino superior completo ;DEM
2926806;Não;Masculino;57;Ensino médio (2º Grau) completo;PSD
2926905;Não;Masculino;37;Ensino superior completo ;PP
2927002;Não;Masculino;55;Ensino médio (2º Grau) completo;PP
2927101;Não;Masculino;43;Ensino médio (2º Grau) completo;PC do B
2927200;Não;Masculino;49;Ensino superior completo ;PSD
2927309;Não;Masculino;64;Ensino médio (2º Grau) completo;PSD
2927408;Sim;Masculino;38;Pós-graduação;DEM
2927507;Não;Masculino;51;Pós-graduação;PT
2927606;Sim;Masculino;46;Pós-graduação;PT
2927705;Não;Masculino;50;Ensino médio (2º Grau) completo;PSD
2927804;Não;Masculino;37;Ensino superior incompleto ;PTC
2927903;Não;Masculino;43;Ensino superior completo ;PT
2928000;Não;Feminino;47;Ensino médio (2º Grau) completo;PSD
2928059;Sim;Masculino;73;Ensino médio (2º Grau) completo;PSD
2928109;Não;Masculino;46;Ensino médio (2º Grau) completo;PP
2928208;Não;Masculino;49;Ensino superior incompleto ;PP
2928307;Não;Masculino;43;Ensino médio (2º Grau) completo;PTC
2928406;Não;Masculino;66;Ensino médio (2º Grau) completo;PP
2928505;Não;Masculino;46;Ensino médio (2º Grau) completo;PP
2928604;Não;Masculino;40;Ensino médio (2º Grau) completo;DEM
2928703;Não;Masculino;40;Ensino superior completo ;PSD
2928802;Não;Masculino;55;Ensino superior completo ;PT
2928901;Não;Masculino;45;Pós-graduação;PP
2928950;Não;Masculino;41;Ensino superior completo ;PMDB
2929008;Não;Masculino;43;Ensino médio (2º Grau) incompleto;PMDB
2929057;Não;Masculino;40;Ensino médio (2º Grau) completo;PP
2929107;Não;Masculino;85;Ensino médio (2º Grau) completo;DEM
2929206;Sim;Masculino;64;Ensino superior completo ;PP
2929255;Não;Masculino;35;Ensino superior completo ;PP
2929305;Não;Masculino;34;Ensino médio (2º Grau) completo;PP
2929354;Não;Feminino;58;Ensino médio (2º Grau) incompleto;PSL
2929370;Não;Masculino;37;Ensino médio (2º Grau) completo;PV
2929404;Não;Masculino;21;Ensino superior completo ;PP
2929503;Não;Masculino;42;Pós-graduação;PSD
2929602;Não;Masculino;52;Pós-graduação;PPS
2929701;Não;Masculino;42;Ensino superior completo ;DEM
2929750;Não;Feminino;55;Ensino superior completo ;PT do B
2929800;Não;Masculino;64;Ensino superior completo ;PSDB
2929909;Não;Masculino;37;Ensino superior completo ;REDE
2930006;Não;Masculino;43;Ensino médio (2º Grau) completo;PR
2930105;Não;Masculino;56;Ensino superior incompleto ;PT
2930154;Não;Masculino;30;Ensino médio (2º Grau) completo;PSD
2930204;Não;Feminino;30;Ensino superior incompleto ;PSD
2930303;Sim;Masculino;60;Ensino médio (2º Grau) completo;PT
2930402;Não;Masculino;45;Ensino superior completo ;PTN
2930501;Não;Masculino;41;Pós-graduação;PMDB
2930600;Não;Masculino;48;Ensino médio (2º Grau) completo;PC do B
2930709;Não;Masculino;50;Ensino superior incompleto ;PMDB
2930758;Sim;Masculino;47;Ensino médio (2º Grau) completo;PDT
2930766;Não;Masculino;44;Ensino superior completo ;PSD
2930774;Sim;Masculino;35;Ensino superior completo ;PSD
2930808;Não;Masculino;40;Ensino superior completo ;PTN
2930907;Sim;Masculino;49;Ensino médio (2º Grau) completo;PR
2931004;Não;Masculino;71;Ensino superior completo ;DEM
2931053;Não;Masculino;49;Pós-graduação;PC do B
2931103;Não;Masculino;46;Ensino médio (2º Grau) completo;PTN
2931202;Não;Masculino;55;Ensino médio (2º Grau) completo;DEM
2931301;Não;Masculino;44;Ensino médio (2º Grau) completo;PP
2931350;Não;Masculino;75;Ensino médio (2º Grau) completo;PSD
2931400;Não;Masculino;65;Ensino médio (2º Grau) completo;PR
2931509;Não;Masculino;49;Ensino médio (2º Grau) completo;PDT
2931608;Sim;Masculino;34;Ensino superior completo ;PMDB
2931707;Não;Feminino;50;Ensino superior incompleto ;PDT
2931806;Sim;Masculino;45;Ensino superior incompleto ;PSD
2931905;Não;Masculino;60;Ensino superior completo ;PSD
2932002;Não;Masculino;42;Ensino superior completo ;PC do B
2932101;Não;Masculino;37;Ensino superior completo ;SD
2932200;Não;Feminino;55;Ensino médio (2º Grau) completo;PSB
2932309;Sim;Feminino;32;Ensino superior completo ;PSL
2932408;Não;Masculino;53;Ensino médio (2º Grau) completo;PDT
2932457;Não;Masculino;49;Ensino médio (2º Grau) completo;DEM
2932507;Não;Masculino;32;Ensino superior completo ;PP
2932606;Sim;Masculino;48;Ensino superior completo ;PP
2932705;Não;Masculino;58;Ensino superior completo ;DEM
2932804;Não;Masculino;54;Ensino superior completo ;PSL
2932903;Não;Masculino;50;Ensino superior incompleto ;PMDB
2933000;Não;Masculino;45;Ensino superior completo ;PSDB
2933059;Não;Masculino;66;Ensino médio (2º Grau) completo;PMDB
2933109;Não;Masculino;45;Ensino médio (2º Grau) completo;PC do B
2933158;Não;Masculino;31;Ensino médio (2º Grau) completo;PSL
2933174;Não;Masculino;44;Ensino superior completo ;PSC
2933208;Não;Masculino;35;Pós-graduação;PMDB
2933257;Sim;Masculino;52;Ensino superior completo ;PR
2933307;Não;Masculino;68;Pós-graduação;PMDB
2933406;Não;Masculino;53;Ensino superior completo ;PSL
2933455;Não;Feminino;38;Ensino superior completo ;PP
2933505;Não;Masculino;34;Pós-graduação;PRB
2933604;Não;Masculino;38;Pós-graduação;PMDB
3100104;Não;Masculino;60;Ensino médio (2º Grau) completo;DEM
3100203;Sim;Masculino;65;Pós-graduação;DEM
3100302;Sim;Masculino;54;Ensino superior completo ;PT
3100401;Não;Masculino;50;Ensino fundamental (1º Grau) incompleto;PT
3100500;Sim;Feminino;47;Ensino superior completo ;PT
3100609;Sim;Masculino;52;Ensino médio (2º Grau) completo;PSB
3100708;Sim;Masculino;36;Ensino médio (2º Grau) completo;PSD
3100807;Não;Masculino;73;Ensino fundamental (1º Grau) completo;PV
3100906;Não;Masculino;32;Pós-graduação;PR
3101003;Não;Masculino;63;Ensino fundamental (1º Grau) incompleto;PMDB
3101102;Não;Masculino;51;Ensino superior completo ;PMDB
3101201;Não;Masculino;63;Ensino fundamental (1º Grau) incompleto;PR
3101300;Não;Masculino;38;Pós-graduação;PSDB
3101409;Não;Masculino;39;Pós-graduação;PP
3101508;Não;Masculino;35;Ensino superior completo ;DEM
3101607;Não;Masculino;50;Ensino superior completo ;PT
3101631;Sim;Masculino;44;Ensino fundamental (1º Grau) incompleto;PHS
3101706;Não;Masculino;44;Pós-graduação;PSD
3101805;Sim;Masculino;62;Ensino médio (2º Grau) completo;PSD
3101904;Não;Masculino;60;Ensino fundamental (1º Grau) incompleto;PSD
3102001;Não;Masculino;52;Ensino médio (2º Grau) completo;PSB
3102050;Sim;Masculino;64;Ensino fundamental (1º Grau) incompleto;PSDB
3102100;Sim;Masculino;60;Ensino superior completo ;PSDB
3102209;Não;Masculino;49;Ensino fundamental (1º Grau) incompleto;PV
3102308;Não;Masculino;56;Ensino médio (2º Grau) completo;PTB
3102407;Não;Masculino;37;Ensino superior completo ;SD
3102506;Não;Masculino;54;Ensino fundamental (1º Grau) incompleto;PHS
3102605;Não;Masculino;33;Ensino superior completo ;PMDB
3102704;Sim;Masculino;56;Ensino médio (2º Grau) incompleto;PT
3102803;Não;Masculino;59;Ensino superior completo ;PV
3102852;Não;Masculino;36;Ensino médio (2º Grau) completo;PSDB
3102902;Sim;Masculino;62;Ensino fundamental (1º Grau) incompleto;PMDB
3103009;Não;Masculino;50;Ensino médio (2º Grau) completo;PSDB
3103108;Não;Masculino;44;Ensino fundamental (1º Grau) completo;PTB
3103207;Sim;Masculino;44;Ensino médio (2º Grau) completo;PDT
3103306;Não;Masculino;59;Ensino fundamental (1º Grau) incompleto;PMDB
3103405;Sim;Masculino;53;Pós-graduação;PT
3103504;Não;Masculino;67;Ensino superior completo ;PMDB
3103603;Sim;Masculino;60;Ensino superior incompleto ;DEM
3103702;Não;Masculino;33;Ensino médio (2º Grau) incompleto;PPS
3103751;Não;Feminino;40;Pós-graduação;PP
3103801;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PMDB
3103900;Não;Masculino;48;Ensino fundamental (1º Grau) incompleto;PR
3104007;Sim;Masculino;76;Ensino superior completo ;PR
3104106;Não;Masculino;49;Ensino fundamental (1º Grau) completo;PR
3104205;Não;Masculino;45;Pós-graduação;PMDB
3104304;Não;Masculino;62;Ensino superior completo ;PR
3104403;Não;Masculino;58;Ensino médio (2º Grau) completo;PR
3104452;Não;Masculino;51;Ensino médio (2º Grau) completo;PDT
3104502;Não;Masculino;53;Ensino superior completo ;PSD
3104601;Não;Masculino;38;Ensino superior completo ;PSDB
3104700;Não;Masculino;56;Ensino fundamental (1º Grau) completo;PSC
3104809;Não;Masculino;60;Ensino médio (2º Grau) completo;PSB
3104908;Não;Masculino;54;Ensino médio (2º Grau) completo;PDT
3105004;Sim;Masculino;58;Pós-graduação;PT
3105103;Não;Masculino;57;Ensino superior completo ;PSB
3105202;Sim;Masculino;47;Ensino superior completo ;PRB
3105301;Não;Masculino;58;Ensino médio (2º Grau) completo;PSDB
3105400;Não;Masculino;46;Ensino superior completo ;PV
3105509;Sim;Masculino;39;Ensino médio (2º Grau) completo;PR
3105608;Não;Masculino;48;Ensino superior completo ;PSB
3105707;Não;Masculino;50;Ensino médio (2º Grau) completo;PMDB
3105905;Não;Masculino;58;Pós-graduação;PSDB
3106002;Sim;Masculino;57;Ensino médio (2º Grau) completo;DEM
3106101;Não;Masculino;59;Ensino médio (2º Grau) completo;DEM
3106200;Não;Masculino;58;Ensino superior incompleto ;PHS
3106309;Não;Masculino;40;Ensino superior incompleto ;PSDB
3106408;Sim;Masculino;57;Ensino médio (2º Grau) completo;PMDB
3106507;Não;Masculino;57;Ensino superior incompleto ;PP
3106606;Não;Masculino;54;Ensino médio (2º Grau) completo;PSD
3106655;Não;Masculino;49;Ensino superior completo ;PTB
3106705;Não;Masculino;66;Ensino superior completo ;PHS
3106804;Não;Masculino;38;Ensino médio (2º Grau) incompleto;PP
3106903;Não;Masculino;70;Ensino superior completo ;PMDB
3107000;Não;Masculino;53;Ensino médio (2º Grau) incompleto;PSDB
3107109;Não;Masculino;44;Ensino superior completo ;PMDB
3107208;Sim;Masculino;53;Ensino fundamental (1º Grau) completo;PP
3107307;Não;Feminino;48;Pós-graduação;PMDB
3107406;Sim;Masculino;65;Ensino superior completo ;PPS
3107505;Não;Masculino;49;Ensino médio (2º Grau) incompleto;DEM
3107604;Não;Masculino;44;Ensino médio (2º Grau) completo;PSB
3107703;Não;Masculino;53;Ensino fundamental (1º Grau) incompleto;PSB
3107802;Não;Masculino;31;Ensino médio (2º Grau) completo;PP
3107901;Não;Masculino;61;Ensino fundamental (1º Grau) incompleto;PV
3108008;Não;Masculino;56;Ensino médio (2º Grau) completo;DEM
3108107;Não;Masculino;37;Ensino superior completo ;PMDB
3108206;Sim;Masculino;46;Pós-graduação;PR
3108255;Sim;Masculino;36;Pós-graduação;PPS
3108305;Não;Masculino;32;Ensino superior completo ;PSDB
3108404;Não;Masculino;36;Pós-graduação;PP
3108503;Não;Feminino;31;Ensino superior completo ;PTC
3108552;Sim;Masculino;50;Ensino superior incompleto ;PSD
3108602;Não;Masculino;30;Pós-graduação;PMDB
3108701;Não;Masculino;50;Ensino superior incompleto ;PTB
3108800;Não;Masculino;50;Pós-graduação;PROS
3108909;Não;Masculino;58;Ensino médio (2º Grau) completo;PSD
3109006;Não;Masculino;44;Ensino superior completo ;PV
3109105;Não;Masculino;44;Ensino superior incompleto ;PSD
3109204;Não;Masculino;57;Ensino médio (2º Grau) completo;PSB
3109253;Sim;Masculino;53;Ensino fundamental (1º Grau) completo;PMDB
3109303;Não;Masculino;50;Pós-graduação;PDT
3109402;Não;Masculino;53;Ensino superior incompleto ;PSD
3109451;Sim;Masculino;72;Ensino fundamental (1º Grau) incompleto;PR
3109501;Não;Masculino;57;Ensino fundamental (1º Grau) completo;PSD
3109600;Não;Masculino;55;Ensino fundamental (1º Grau) incompleto;PMDB
3109709;Não;Masculino;53;Ensino médio (2º Grau) incompleto;PR
3109808;Não;Masculino;60;Ensino superior incompleto ;PMDB
3109907;Não;Masculino;53;Ensino superior completo ;PSDB
3110004;Não;Masculino;47;Ensino superior completo ;PTB
3110103;Não;Masculino;42;Ensino fundamental (1º Grau) incompleto;PP
3110202;Não;Masculino;53;Ensino superior completo ;PSB
3110301;Sim;Masculino;28;Ensino superior completo ;PTB
3110400;Não;Masculino;31;Ensino médio (2º Grau) completo;DEM
